Time,NodeID,CellID,UE_ENB_energy
0.0660179 5 0.0140399
0.205268 4 0.049447
0.271768 6 0.0663248
0.504518 2 0.125537
0.731018 5 0.183098
0.907768 5 0.22804
1.26402 5 0.318655
1.40677 2 0.354952
1.48327 2 0.374404
1.50677 6 0.380348
1.50777 5 0.380602
1.60852 2 0.40622
1.68677 5 0.426148
1.70602 5 0.431042
1.79877 4 0.454595
1.80852 2 0.456482
1.82127 2 0.460347
1.82602 2 0.461524
1.84702 2 0.466894
1.85177 2 0.46804
1.90777 3 0.48231
2.00852 6 0.507336
2.20852 6 0.548686
2.30927 2 0.583807
2.38452 6 0.602941
2.39877 2 0.606565
2.47877 6 0.627498
2.77177 6 0.701376
2.80852 4 0.711375
2.85002 2 0.721927
2.90927 2 0.736992
3.01002 2 0.761956
3.10927 4 0.787846
3.21002 5 0.813464
3.28377 6 0.832185
3.30277 6 0.837048
3.30927 5 0.8387
3.30927 4 0.838669
3.41002 5 0.863664
3.41002 6 0.864318
3.44677 2 0.873008
3.56677 5 0.904175
4.18127 5 1.05977
4.21002 2 1.06773
4.32677 5 1.08729
4.33577 6 1.09971
4.51077 6 1.14417
4.79727 5 1.21702
4.86927 6 1.23533
5.01177 2 1.27091
5.28927 5 1.34215
5.31252 4 1.34804
5.41177 5 1.37324
5.51252 6 1.39886
5.57627 2 1.41513
5.68527 6 1.44285
5.71252 2 1.44974
5.73977 5 1.45667
5.81477 6 1.47574
5.91252 2 1.5006
5.91402 6 1.50098
5.92852 2 1.50467
6.01327 5 1.52618
6.01652 5 1.52704
6.22127 4 1.57907
6.31252 6 1.6023
6.51402 2 1.65354
6.52202 5 1.65557
6.61327 2 1.67878
7.12377 2 1.80855
7.26277 5 1.84392
7.41477 2 1.88257
7.54602 5 1.91592
7.58452 6 1.9257
8.28002 4 2.10261
8.39402 5 2.13154
8.39877 2 2.13274
8.40852 6 2.13522
8.44677 6 2.14433
8.50927 2 2.16084
8.51577 2 2.16184
8.61652 6 2.18811
8.63077 6 2.19177
8.70402 5 2.21042
8.71577 5 2.21332
9.01327 2 2.28899
9.17077 5 2.3291
9.18602 3 2.33295
9.20052 5 2.33664
9.51727 6 2.41714
9.77802 6 2.48341
9.82452 5 2.49524
9.84802 4 2.50131
9.85402 5 2.5028
9.91727 2 2.51882
10.0948 2 2.56399
10.1173 5 2.56968
10.2048 4 2.59202
10.2613 6 2.60635
10.2725 2 2.60915
10.311 6 2.619
10.368 3 2.63353
10.714 6 2.72079
10.818 6 2.74785
10.8918 2 2.76658
10.9188 2 2.77285
11.1908 2 2.8427
11.8213 6 3.00301
11.8805 2 3.01808
11.8868 5 3.01967
11.9845 2 3.04452
12.0485 5 3.0608
12.194 6 3.09779
12.354 6 3.13844
12.6198 2 3.20599
12.6565 6 3.21533
12.7173 2 3.23084
12.8198 3 3.25687
12.8758 6 3.27102
13.3205 2 3.38416
13.866 5 3.52287
14.4228 6 3.66381
14.6228 2 3.71523
14.762 3 3.75069
14.8228 5 3.76608
14.9238 2 3.79173
15.0693 2 3.8282
15.1253 2 3.84306
15.1398 6 3.84609
15.5238 5 3.94442
15.5558 2 3.95184
15.6495 6 3.97639
15.754 2 4.00296
15.8245 3 4.02089
16.0258 4 4.07212
16.201 5 4.11662
16.2133 5 4.11961
16.2933 2 4.13995
16.3253 6 4.1475
16.338 6 4.15142
16.3503 6 4.15457
16.4918 5 4.1898
16.8068 5 4.27061
16.818 2 4.27347
16.8245 5 4.27513
16.8885 2 4.29143
17.026 5 4.32627
17.2118 2 4.37356
17.2245 6 4.37687
17.226 4 4.37712
17.2565 6 4.38494
17.274 2 4.38939
17.3045 3 4.39721
17.3253 5 4.40236
17.3285 2 4.40331
17.3348 2 4.40477
17.338 6 4.40572
17.3445 2 4.40738
17.4053 6 4.42282
17.426 6 4.42804
17.426 6 4.42735
17.426 6 4.42798
17.426 2 4.4281
17.4773 6 4.44113
17.506 5 4.44832
17.506 2 4.44844
17.5253 5 4.45334
17.5253 2 4.45259
17.5318 2 4.45483
17.626 6 4.47821
17.6358 6 4.4814
17.6358 2 4.48134
17.6733 3 4.49103
17.681 6 4.49294
17.7958 5 4.52199
17.9108 5 4.5512
17.9268 2 4.5554
17.9365 4 4.55787
17.9668 6 4.56544
18.026 2 4.58054
18.1268 2 4.60612
18.224 5 4.63101
18.226 6 4.63149
18.2358 5 4.63381
18.2598 4 4.63988
18.4278 5 4.68257
18.4808 6 4.69626
18.5268 2 4.70774
18.5878 5 4.72334
18.6965 6 4.75099
18.7188 5 4.75678
18.9268 6 4.80966
19.1285 5 4.86075
19.2868 4 4.90098
19.6468 2 4.99252
19.9013 5 5.05723
20.1285 5 5.11533
20.2628 2 5.14915
20.43 2 5.19199
20.77 2 5.27763
20.986 5 5.33305
21.3093 6 5.41475
21.5988 4 5.48886
21.7718 5 5.53281
21.7813 4 5.53523
21.8038 5 5.54092
21.8308 5 5.54816
21.8838 2 5.56079
21.9318 6 5.57381
21.9318 4 5.57343
22.186 5 5.63808
22.2078 5 5.64402
22.3318 4 5.67511
22.3808 2 5.68779
22.4308 5 5.70028
22.4708 4 5.71089
22.6138 2 5.74722
22.8453 2 5.80602
22.85 4 5.80689
22.8548 6 5.80844
22.866 2 5.8113
22.9205 6 5.82515
22.93 3 5.82757
23.05 6 5.85808
23.0758 3 5.8646
23.0765 6 5.86407
23.0885 6 5.86784
23.1318 3 5.87881
23.1605 6 5.88605
23.226 5 5.90249
23.2325 2 5.90442
23.3333 6 5.93004
23.5333 2 5.98083
23.834 6 6.05731
24.234 4 6.1588
24.9093 5 6.33049
25.1398 2 6.38929
25.234 4 6.41307
25.3778 5 6.45002
25.45 2 6.46827
25.4548 6 6.46948
25.4773 6 6.47492
25.5348 2 6.48954
25.5398 2 6.49121
25.738 6 6.54122
25.7573 5 6.54611
25.8358 6 6.56623
25.8358 6 6.56604
25.9348 5 6.59121
26.0358 6 6.61686
26.1365 2 6.64282
26.3653 5 6.70065
26.4068 6 6.71154
26.5478 2 6.74736
26.7765 6 6.80553
26.8373 6 6.82066
28.682 5 7.29019
29.2438 2 7.433
29.4533 5 7.48583
29.482 2 7.49314
29.5888 5 7.52069
29.681 6 7.54415
29.9695 5 7.6175
30.0868 6 7.64728
30.3908 2 7.72443
30.5828 6 7.77325
30.7108 5 7.80579
30.7125 5 7.80602
31.098 6 7.90404
31.242 4 7.94066
31.442 2 7.99182
32.5988 6 8.28564
33.2518 2 8.45186
33.9093 6 8.61904
33.954 5 8.63042
34.074 6 8.66093
34.4453 2 8.75533
34.5365 5 8.77853
34.546 6 8.78095
34.6805 5 8.81496
34.9218 2 8.87646
34.946 3 8.88247
